,location,total_sqft,bath,balcony,price,bhk
1823,Brookefield,1130.0,2,2,56.0,2
1824,Brookefield,1270.0,2,1,95.0,2
1825,Brookefield,1706.0,3,2,115.0,3
1826,Brookefield,1389.0,2,2,94.0,2
1828,Brookefield,1225.0,2,2,72.0,2
1830,Brookefield,1746.0,3,3,115.0,3
1832,Brookefield,1560.0,3,2,149.0,4
1834,Brookefield,1382.0,2,2,84.5,2
1835,Brookefield,1260.0,2,1,70.0,2
1836,Brookefield,1206.0,2,2,90.0,2
1838,Brookefield,1594.0,3,2,140.0,3
1839,Budigere,1153.0,2,2,56.4,2
1840,Budigere,1162.0,2,1,59.9,2
1841,Budigere,1991.0,4,2,103.0,3
1842,Budigere,1153.0,2,2,57.0,2
1843,Budigere,1162.0,2,1,57.0,2
1844,Budigere,1139.0,2,2,62.0,2
1845,Budigere,1139.0,2,2,56.8,2
1846,Budigere,1139.0,2,2,56.85,2
1849,Budigere,664.0,1,1,35.0,1
1850,Budigere,1820.0,3,2,93.0,3
1851,Budigere,1636.0,3,2,85.0,3
1852,Budigere,1444.0,2,2,70.0,2
1854,Budigere,1139.0,2,2,60.0,2
1856,Budigere,1820.0,3,2,93.0,3
1858,Budigere,1162.0,2,1,58.0,2
1859,Budigere,1636.0,3,2,85.0,3
1860,Budigere,1636.0,3,2,92.0,3
1861,Budigere,1087.0,2,1,54.3,2
1863,Budigere,1149.0,2,2,65.0,2
1864,Budigere,664.0,1,1,35.4,1
1865,Budigere,1153.0,2,2,56.7,2
1867,Budigere,1139.0,2,2,56.5,2
1868,Budigere,1636.0,3,2,83.0,3
1869,Budigere,664.0,1,1,34.0,1
1871,Budigere,1162.0,2,1,58.0,2
1872,Budigere,1153.0,2,2,60.0,2
1873,Budigere,1820.0,3,2,99.0,3
1874,Budigere,1172.0,2,0,56.725,2
1877,Budigere,1820.0,3,2,95.0,3
1879,Budigere,1820.0,3,2,95.5,3
1880,Budigere,1153.0,2,2,56.0,2
1881,Budigere,705.0,1,0,34.545,1
1882,Budigere,1153.0,2,2,56.5,2
1883,Budigere,1153.0,2,2,58.0,2
1884,Budigere,1636.0,3,2,88.0,3
1885,Budigere,1153.0,2,2,56.55,2
1886,Budigere,1153.0,2,2,56.5,2
1887,Budigere,1153.0,2,2,60.0,2
1888,Byadarahalli,3155.0,4,2,370.0,3
1889,Byadarahalli,3500.0,3,3,425.0,4
1890,Byagadadhenahalli,620.0,2,1,22.0,2
1891,Byagadadhenahalli,620.0,2,1,23.0,2
1892,Byagadadhenahalli,620.0,2,1,23.0,2
1893,Byatarayanapura,1413.0,2,2,75.0,3
1894,Byatarayanapura,1325.0,2,1,90.0,3
1895,Byatarayanapura,540.0,1,1,36.0,1
1896,Byatarayanapura,2631.0,3,2,200.0,4
1897,Byatarayanapura,650.0,1,1,50.0,1
1898,Byatarayanapura,1300.0,2,2,63.0,2
1899,Byrasandra,1455.0,2,2,56.0,3
1900,Byrasandra,1140.0,2,3,60.0,2
1901,Byrasandra,1100.0,2,2,55.0,2
1902,Byrasandra,1250.0,2,2,65.0,2
1903,Byrathi Village,1200.0,5,0,100.0,5
1904,Byrathi Village,906.0,3,2,55.0,4
1905,Byrathi Village,900.0,3,1,51.0,4
1906,Byrathi Village,1600.0,4,1,120.0,3
1907,CQAL Layout,3811.0,3,2,475.0,4
1909,CV Raman Nagar,1120.0,2,2,55.0,2
1910,CV Raman Nagar,1070.0,2,1,55.0,2
1911,CV Raman Nagar,740.0,2,1,37.0,2
1912,CV Raman Nagar,1230.0,3,2,47.0,2
1913,CV Raman Nagar,1726.0,3,3,145.0,3
1914,CV Raman Nagar,1028.0,2,1,49.0,2
1915,CV Raman Nagar,1392.0,2,1,98.0,2
1916,CV Raman Nagar,1070.0,2,2,47.5,2
1917,CV Raman Nagar,1825.0,3,2,126.0,3
1918,CV Raman Nagar,1025.0,2,2,50.0,2
1920,CV Raman Nagar,1198.0,2,2,60.0,2
1921,CV Raman Nagar,1560.0,2,2,85.0,2
1922,CV Raman Nagar,1590.0,2,3,85.0,3
1923,CV Raman Nagar,1100.0,2,1,58.0,2
1924,CV Raman Nagar,1051.0,2,3,61.0,2
1925,CV Raman Nagar,705.0,1,1,57.0,1
1926,CV Raman Nagar,1225.0,2,2,47.88,2
1927,CV Raman Nagar,1000.0,2,1,38.5,2
1929,CV Raman Nagar,1020.0,2,1,55.0,2
1930,CV Raman Nagar,1285.0,2,2,65.0,2
1931,CV Raman Nagar,1030.0,2,2,35.0,2
1932,CV Raman Nagar,1836.0,3,2,148.0,3
1933,CV Raman Nagar,1040.0,2,1,50.0,2
1934,CV Raman Nagar,1392.0,2,1,95.0,2
1935,CV Raman Nagar,705.0,2,1,50.0,1
1936,CV Raman Nagar,1125.0,2,1,46.0,2
1937,CV Raman Nagar,1400.0,2,2,78.0,3
1938,CV Raman Nagar,1980.0,4,2,166.0,3
1939,CV Raman Nagar,1400.0,2,2,78.0,3
1940,CV Raman Nagar,907.0,2,2,38.0,2
1941,CV Raman Nagar,1392.0,2,1,110.0,2
1943,CV Raman Nagar,1227.0,2,2,42.88,2
1944,CV Raman Nagar,1225.0,2,2,48.0,2
1945,CV Raman Nagar,1659.0,3,1,135.0,3
1946,CV Raman Nagar,1200.0,2,1,100.0,5
1947,CV Raman Nagar,1310.0,2,1,62.0,2
1948,Cambridge Layout,2400.0,3,1,260.0,3
1949,Cambridge Layout,1600.0,3,1,165.0,4
1950,Cambridge Layout,1950.0,3,3,230.0,3
1951,Cambridge Layout,1756.0,3,2,307.0,3
1952,Cambridge Layout,1669.0,3,2,298.0,3
1953,Cambridge Layout,2098.0,3,1,210.0,3
1954,Canara Bank Colony,1000.0,2,2,45.0,2
1955,Canara Bank Colony,900.0,2,3,35.0,2
1956,Canara Bank Colony,1600.0,2,1,90.0,3
1957,Canara Bank Layout,1600.0,3,3,90.0,3
1958,Canara Bank Layout,1450.0,3,1,65.0,3
1959,Carmelaram,2515.0,4,3,155.0,3
1960,Carmelaram,2000.0,2,2,120.0,2
1961,Carmelaram,1732.5,3,0,91.855,3
1962,Carmelaram,1770.0,3,2,99.0,3
1963,Celebrity Paradise Layout,532.0,1,1,22.49,1
1964,Challaghatta,1639.0,3,3,123.0,3
1965,Chamrajpet,1475.0,2,2,120.0,3
1966,Chamrajpet,1900.0,2,1,170.0,4
1967,Chamrajpet,1350.0,2,3,180.0,2
1968,Chamrajpet,1050.0,2,1,162.0,2
1969,Chamrajpet,1660.4,4,2,211.0,4
1970,Chamrajpet,505.0,1,0,85.0,1
1971,Chamrajpet,1565.0,3,2,98.91,3
1972,Chamrajpet,730.0,1,2,52.0,2
1973,Chamrajpet,650.0,1,1,40.0,2
1974,Chamrajpet,1500.0,9,3,230.0,6
1975,Chamrajpet,650.0,2,2,45.0,2
1976,Chamrajpet,1650.0,3,2,115.0,3
1977,Chamundi Nagar,2800.0,7,1,250.0,7
1978,Chandapura,650.0,1,1,17.0,2
1979,Chandapura,645.0,1,1,16.45,1
1980,Chandapura,645.0,1,1,16.45,1
1982,Chandapura,1015.0,2,2,25.88,2
1983,Chandapura,530.0,1,0,11.66,1
1984,Chandapura,1208.0,3,1,45.0,3
1986,Chandapura,1200.0,2,2,32.0,2
1987,Chandapura,1025.0,2,2,27.68,2
1988,Chandapura,582.5,1,0,15.135,1
1989,Chandapura,1015.0,2,2,25.88,2
1991,Chandapura,1065.0,2,1,33.0,3
1994,Chandapura,1500.0,2,1,60.0,2
1995,Chandapura,850.0,2,1,25.4,2
1996,Chandapura,590.0,1,0,13.57,1
1997,Chandapura,645.0,1,1,16.45,1
1998,Chandapura,630.0,1,0,13.86,1
2000,Chandapura,1015.0,2,2,25.88,2
2001,Chandapura,1107.0,2,1,43.0,3
2002,Chandapura,520.0,1,1,14.04,1
2003,Chandapura,1200.0,1,1,36.0,2
2004,Chandapura,975.0,2,1,24.86,2
2005,Chandapura,645.0,1,1,16.45,1
2006,Chandapura,985.0,2,1,25.12,2
2007,Chandapura,645.0,1,1,16.45,1
2008,Chandapura,975.0,2,1,24.86,2
2009,Chandapura,700.0,1,1,19.0,2
2011,Chandapura,1095.0,2,2,32.0,3
2012,Chandapura,1891.0,2,2,66.165,4
2013,Chandapura,1208.51,3,2,42.0,3
2014,Chandapura,876.0,2,2,29.5,2
2015,Chandapura,645.0,1,1,16.45,1
2018,Chandapura,645.0,1,1,16.45,1
2019,Chandapura,937.0,2,1,30.0,2
2020,Chandapura,1025.0,2,2,27.68,2
2021,Chandapura,975.0,2,1,24.86,2
2022,Chandapura,800.0,2,1,25.0,2
2023,Chandapura,645.0,1,1,16.45,1
2024,Chandapura,778.0,2,0,25.29,2
2026,Chandapura,950.0,2,1,25.65,2
2027,Chandapura,1200.0,2,1,36.0,2
2028,Chandapura,645.0,1,1,16.45,1
2029,Chandapura,922.0,2,1,36.0,2
2031,Chandapura,674.0,1,1,19.9,2
2036,Chandapura,985.0,2,1,25.12,2
2038,Chandapura,1025.0,2,2,27.68,2
2040,Chandapura,1015.0,2,2,25.88,2
2041,Chandapura,1345.0,2,2,39.5,3
2042,Chandapura,1033.0,2,2,30.47,3
2043,Chandapura,971.0,2,2,38.0,3
2044,Chandapura,1015.0,2,2,25.88,2
2045,Chandapura,800.0,1,2,30.0,2
2047,Chandapura,900.0,2,3,35.0,2
2048,Chandapura,975.0,2,1,24.86,2
2049,Chandapura,520.0,1,1,14.04,1
2052,Chandapura,1323.0,2,1,42.0,3
2053,Chandapura,410.0,1,1,10.0,1
2054,Chandapura,985.0,2,1,25.12,2
2055,Chandapura,645.0,1,1,16.45,1
2056,Chandapura,645.0,1,1,16.45,1
2057,Chandapura,1200.0,2,1,36.0,2
2058,Chandapura,740.0,1,1,22.0,2
2059,Chandapura,876.0,2,2,28.47,2
2061,Chandapura,520.0,1,1,14.04,1
2062,Chandra Layout,780.0,7,3,150.0,7
2063,Chandra Layout,890.0,1,1,75.0,1
2064,Chandra Layout,600.0,2,1,85.0,4
2065,Chandra Layout,815.0,3,2,160.0,2
2066,Chandra Layout,1600.0,3,2,130.0,3
2067,Chandra Layout,1200.0,2,0,190.0,3
2069,Channasandra,1009.0,2,1,38.34,2
2070,Channasandra,1065.0,2,1,35.0,2
2071,Channasandra,1470.0,2,1,90.0,3
2072,Channasandra,1115.0,2,1,33.45,2
2073,Channasandra,1030.0,2,1,34.5,2
2074,Channasandra,4200.0,6,0,180.0,6
2075,Channasandra,1115.0,2,1,40.0,2
2076,Channasandra,1200.0,3,1,67.77,3
2077,Channasandra,1104.0,2,1,35.5,2
2078,Channasandra,1160.0,2,1,55.0,2
2079,Channasandra,1050.0,2,2,41.0,2
2080,Channasandra,1065.0,2,1,40.47,2
2082,Channasandra,1070.0,2,1,38.0,2
2083,Channasandra,1050.0,2,1,35.0,2
2084,Channasandra,1093.0,2,1,34.0,2
2085,Channasandra,808.0,2,1,40.0,2
2086,Channasandra,1010.0,2,1,36.0,2
2087,Channasandra,1123.0,2,1,36.0,2
2088,Channasandra,1000.0,2,2,35.0,2
2089,Channasandra,1500.0,4,1,89.45,4
2090,Channasandra,1330.0,2,2,51.83,3
2091,Channasandra,1093.0,2,1,37.0,2
2092,Channasandra,1115.0,2,1,35.8,2
2093,Channasandra,1500.0,3,1,61.95,3
2095,Channasandra,830.0,2,1,36.28,2
2096,Channasandra,1200.0,3,1,67.77,3
2097,Channasandra,1195.0,2,1,56.0,3
2098,Channasandra,1175.0,2,2,38.0,2
2099,Channasandra,1200.0,2,1,46.13,2
2100,Channasandra,1065.0,2,1,36.0,2
2101,Channasandra,1050.0,2,1,44.41,2
2102,Channasandra,1010.0,2,1,32.0,2
2103,Channasandra Layout,1210.0,2,2,40.0,2
2104,Channasandra Layout,1535.0,3,1,55.0,3
2105,Channasandra Layout,1115.0,2,1,50.0,2
2106,Channasandra Layout,3100.0,6,1,165.0,5
2107,Channasandra Layout,1563.0,2,2,52.0,3
2108,Chelekare,2400.0,6,2,98.0,6
2109,Chelekare,1250.0,2,1,62.4,2
2110,Chelekare,1000.0,2,1,45.0,2
2111,Chennammana Kere,1115.0,2,2,56.87,2
2112,Chennammana Kere,1465.0,2,3,74.72,3
2113,Chennammana Kere,1100.0,2,2,56.1,2
2114,Chennammana Kere,1145.0,2,2,58.4,2
2115,Chennammana Kere,1095.0,2,2,55.85,2
2116,Chennammana Kere,1035.0,2,2,52.79,2
2117,Chennammana Kere,1480.0,3,1,75.48,3
2118,Chennammana Kere,1705.0,2,1,86.96,3
2119,Chennammanakere Achukattu,1260.0,2,1,75.0,2
2120,Chennappa Layout,1080.0,2,2,44.8,2
2121,Chennappa Layout,1050.0,2,2,45.0,2
2122,Chennappa Layout,1220.0,2,2,52.0,2
2123,Chikka Banaswadi,1093.0,2,2,65.0,2
2124,Chikka Banaswadi,1250.0,2,3,75.0,2
2125,Chikka Tirupathi,2600.0,5,3,120.0,4
2126,Chikka Tirupathi,2325.0,4,1,120.0,4
2127,Chikka Tirupathi,1808.0,4,2,80.27,3
2128,Chikka Tirupathi,3297.0,3,1,135.0,3
2129,Chikka Tirupathi,3500.0,5,3,150.0,4
2130,Chikka Tirupathi,2646.0,3,2,99.0,3
2131,Chikka Tirupathi,2704.0,5,0,105.0,4
2132,Chikka Tirupathi,2325.0,3,2,95.0,3
2133,Chikka Tirupathi,2325.0,4,1,120.0,4
2134,Chikka Tirupathi,3250.0,4,2,136.0,4
2135,Chikka Tirupathi,2665.0,5,3,125.0,4
2136,Chikkabanavar,950.0,2,1,40.0,2
2137,Chikkabanavar,1600.0,2,0,80.0,3
2138,Chikkabanavar,1200.0,4,1,70.0,5
2139,Chikkabanavar,600.0,1,2,25.0,2
2140,Chikkabanavar,2460.0,7,2,80.0,4
2141,Chikkabanavar,2400.0,4,0,97.0,5
2142,Chikkabanavar,2000.0,4,0,65.0,5
2143,Chikkabanavar,1067.0,2,1,38.0,2
2144,Chikkabanavar,1320.0,2,2,46.0,3
2145,Chikkabanavar,4000.0,7,0,110.0,8
2146,Chikkadunnasandra,1398.0,3,0,51.0,3
2147,Chikkadunnasandra,1397.0,2,2,52.0,3
2148,Chikkadunnasandra,1200.0,2,2,45.0,2
2149,Chikkakannalli,1402.0,2,2,85.0,3
2151,Chikkalasandra,1100.0,2,2,50.0,2
2152,Chikkalasandra,1208.0,2,1,49.0,2
2153,Chikkalasandra,875.0,2,3,52.8,2
2155,Chikkalasandra,1800.0,1,1,128.0,2
2156,Chikkalasandra,1070.0,2,2,50.0,2
2157,Chikkalasandra,1230.0,2,2,48.0,2
2158,Chikkalasandra,1428.0,2,1,80.0,3
2159,Chikkalasandra,1070.0,2,1,42.8,2
2163,Chikkalasandra,1075.0,2,1,46.76,2
2166,Chikkalasandra,1070.0,2,1,45.48,2
2167,Chikkalasandra,1100.0,2,2,50.0,2
2170,Chikkalasandra,1224.0,2,2,45.0,2
2171,Chikkalasandra,1090.0,2,1,47.42,2
2174,Chikkalasandra,1325.0,2,1,59.0,2
2175,Chikkalasandra,1290.0,2,2,72.0,2
2178,Chikkasandra,1200.0,9,3,120.0,9
2179,Chikkasandra,600.0,1,1,52.0,2
2180,Chikkathoguru,1113.0,2,2,46.0,2
2181,Chikkathoguru,1045.0,2,2,42.0,2
2182,Chikku Lakshmaiah Layout,2292.0,2,1,285.0,3
2183,Chinnapanahalli,1225.0,2,2,48.0,2
2184,Chinnapanahalli,1020.0,2,2,40.0,2
2185,Chinnapanahalli,980.0,2,1,41.0,2
2186,Chokkanahalli,1266.67,2,0,69.0,2
2187,Cholanayakanahalli,2511.0,3,3,205.0,3
2188,Cholanayakanahalli,1370.0,2,2,75.0,3
2189,Cholanayakanahalli,750.0,2,0,50.0,1
2190,Cholanayakanahalli,580.0,2,0,95.0,2
2191,Cholanayakanahalli,2000.0,4,1,135.0,4
2192,Cholanayakanahalli,1300.0,2,2,95.0,2
2193,Choodasandra,1115.0,2,2,50.0,2
2194,Choodasandra,1300.0,2,3,57.0,2
2195,Choodasandra,1530.0,3,2,77.0,3
2198,Choodasandra,1197.0,2,1,63.0,2
2199,Choodasandra,1465.0,3,3,75.0,3
2200,Choodasandra,1115.0,2,1,50.0,2
2201,Choodasandra,1215.0,2,2,59.0,2
2202,Choodasandra,1254.0,2,1,65.0,3
2203,Choodasandra,1580.0,3,3,105.0,3
2204,Choodasandra,725.0,2,2,36.0,2
2205,Choodasandra,2429.0,3,1,210.0,4
2207,Choodasandra,1075.0,2,2,45.0,2
2208,Choodasandra,1180.0,2,1,71.22,2
2209,Choodasandra,1140.0,2,2,62.0,2
2211,Choodasandra,1560.0,3,2,78.0,3
2212,Choodasandra,1065.0,2,1,46.0,2
2213,Choodasandra,1115.0,2,2,50.0,2
2215,Choodasandra,1115.0,2,1,50.0,2
2216,Church Street,2920.0,4,3,536.0,4
2217,Classic Paradise Layout,1560.0,5,1,145.0,5
2218,Cleveland Town,1991.0,3,2,160.0,3
2219,Coconut Garden,600.0,3,1,90.0,3
2220,Coconut Grove Layout,1007.0,2,2,43.0,2
2221,Coconut Grove Layout,1272.0,2,2,51.5,2
2222,Coconut Grove Layout,1156.0,2,2,46.0,2
2223,Coconut Grove Layout,1007.0,2,2,48.0,2
2224,Coffee Board Layout,3045.0,3,2,170.0,3
2225,Coffee Board Layout,1652.5,3,2,90.0,3
2226,Cooke Town,3950.0,4,2,450.0,4
2227,Cooke Town,2388.0,4,3,239.0,3
2228,Cooke Town,1710.0,2,2,200.0,2
2229,Cooke Town,1310.0,2,2,111.0,2
2230,Cooke Town,3900.0,5,2,415.0,4
2231,Cooke Town,2560.0,4,2,310.0,3
2232,Cooke Town,2600.0,3,1,375.0,3
2233,Cooke Town,1100.0,2,3,90.0,2
2234,Cooke Town,2300.0,3,1,250.0,3
2235,Cottonpet,971.0,2,2,135.0,4
2236,Cottonpet,1224.0,4,0,200.0,8
2237,Cottonpet,1750.0,2,1,225.0,4
2238,Cox Town,1975.0,3,3,150.0,3
2239,Cox Town,1650.0,3,3,100.0,3
2240,Cox Town,1730.0,3,3,140.0,3
2241,Cox Town,1600.0,3,1,150.0,3
2242,Cox Town,1250.0,2,2,95.0,2
2243,Cox Town,1280.0,2,1,120.0,2
2244,Cox Town,1073.0,2,2,72.0,2
2245,Cox Town,1000.0,2,3,58.0,2
2246,Cox Town,1200.0,2,2,140.0,2
2247,Crimson Layout,1250.0,2,2,60.0,2
2248,Cunningham Road,5270.0,4,3,1250.0,4
2249,Cunningham Road,3875.0,3,2,864.0,3
2250,Cunningham Road,3875.0,3,2,800.0,3
2251,Cunningham Road,3815.0,3,1,763.0,3
2252,Cunningham Road,2880.0,3,2,501.0,3
2253,Cunningham Road,3489.0,3,1,662.0,3
2254,Cunningham Road,4170.0,3,2,800.0,3
2256,Cunningham Road,2700.0,3,1,501.0,3
2257,Cunningham Road,7500.0,6,2,1800.0,4
2258,Cunningham Road,2880.0,3,2,560.0,3
2259,D Group Employees Layout,600.0,4,3,76.0,5
2260,Daadys Gaarden Layout,1600.0,3,3,72.0,3
2261,Dairy Circle,1855.0,3,1,225.0,3
2262,Dairy Circle,1980.0,3,2,224.0,3
2263,Dairy Circle,3730.0,6,2,450.0,4
2264,Dairy Circle,3754.0,6,2,430.0,4
2265,Dairy Circle,3754.0,6,2,480.0,4
2266,Dairy Circle,1541.0,2,1,181.0,2
2267,Dairy Circle,2735.0,4,2,340.0,3
2268,Dairy Circle,3730.0,6,2,430.0,4
2269,Dasanapura,708.0,2,2,37.0,2
2270,Dasanapura,708.0,1,1,40.0,2
2271,Dasanapura,965.0,2,1,42.5,2
2273,Dasanapura,1500.0,3,1,65.0,2
2274,Dasanapura,814.0,2,1,42.0,2
2275,Dasanapura,1163.0,2,1,65.0,2
2276,Dasanapura,1286.0,2,1,68.0,3
2277,Dasanapura,708.0,2,1,31.15,2
2278,Dasanapura,814.0,2,1,43.7,2
2279,Dasappa Layout,1200.0,5,2,85.0,5
2280,Dasarahalli,1295.0,2,1,65.0,2
2282,Dasarahalli,1150.0,2,0,70.0,2
2283,Dasarahalli,2100.0,3,3,120.0,3
2284,Dasarahalli,1220.0,2,2,52.0,2
2285,Dasarahalli,1375.0,2,1,60.0,2
2286,Dasarahalli,1333.0,2,1,78.56,2
2287,Dasarahalli,1220.0,2,2,62.0,2
2288,Defence Colony,1150.0,2,2,126.0,2
2289,Defence Colony,6600.0,4,2,986.0,4
2290,Defence Colony,1150.0,2,2,125.0,2
2291,Defence Colony,2800.0,4,3,365.0,4
2292,Defence Colony,1270.0,2,2,172.0,2
2293,Defence Colony,8000.0,6,3,2800.0,6
2294,Dena Bank Colony,1100.0,2,2,75.0,2
2295,Devanahalli,3210.0,2,2,192.0,4
2296,Devanahalli,1260.0,2,2,66.78,2
2297,Devanahalli,1282.0,2,2,68.52,3
2298,Devanahalli,1360.0,2,1,65.0,2
2300,Devanahalli,1408.0,2,2,85.0,2
2301,Devanahalli,1010.0,2,1,51.0,2
2302,Devanahalli,1080.0,2,0,53.35,2
2303,Devanahalli,2400.0,5,3,100.0,5
2306,Devanahalli,1174.0,2,1,59.0,2
2307,Devanahalli,3752.5,2,2,177.115,2
2308,Devanahalli,658.0,1,1,34.0,1
2309,Devanahalli,658.0,1,0,26.91,1
2310,Devanahalli,698.5,1,0,28.57,1
2311,Devanahalli,1080.0,2,1,52.0,2
2312,Devanahalli,1700.0,3,0,88.2,3
2313,Devanahalli,1498.0,3,3,79.15,3
2314,Devanahalli,1466.0,3,3,77.59,3
2315,Devanahalli,775.0,1,0,39.0,1
2316,Devanahalli,1020.0,2,1,49.87,1
2318,Devanahalli,1550.0,3,1,85.0,3
2320,Devanahalli,1340.0,2,1,65.0,2
2321,Devanahalli,2125.0,3,1,107.0,3
2324,Devanahalli,658.0,1,1,26.91,1
2326,Devanahalli,1010.0,2,1,58.0,2
2329,Devanahalli,1075.0,2,2,52.57,1
2330,Devanahalli Int. Airport,1380.0,2,1,80.0,2
2331,Devanahalli Int. Airport,1080.0,2,1,62.0,2
2332,Devanahalli Road,1532.0,3,3,92.0,3
2333,Devanahalli Road,1320.0,5,2,199.0,5
2334,Devara Jeevanahalli,1650.0,3,0,52.0,3
2335,Devara Jeevanahalli,1300.0,4,1,52.0,7
2336,Devarabeesana Halli,1100.0,2,1,70.0,2
2337,Devarabeesana Halli,1672.0,3,2,150.0,3
2338,Devarabeesana Halli,1750.0,3,3,149.0,3
2339,Devarabeesana Halli,1750.0,3,2,150.0,3
2340,Devarabeesana Halli,1738.0,3,2,110.0,3
2341,Devarachikkanahalli,1350.0,7,0,85.0,8
2343,Devarachikkanahalli,1250.0,2,2,40.0,2
2344,Devarachikkanahalli,1200.0,2,2,83.0,2
2345,Devarachikkanahalli,1170.0,2,2,40.0,2
2346,Devarachikkanahalli,615.0,1,1,24.0,1
2347,Devarachikkanahalli,1230.0,2,1,58.0,2
2348,Devarachikkanahalli,1425.0,2,2,65.0,3
2349,Devarachikkanahalli,947.0,2,2,43.0,2
2350,Devarachikkanahalli,1130.0,2,2,36.0,2
2351,Devarachikkanahalli,1417.0,2,2,76.0,3
2352,Devarachikkanahalli,1230.0,2,1,58.0,2
2353,Devarachikkanahalli,1705.0,3,2,75.0,3
2354,Devarachikkanahalli,1116.0,2,1,47.0,2
2355,Devarachikkanahalli,991.0,2,2,40.0,2
2357,Devasandra Extension,1200.0,6,3,180.0,6
2358,Devasandra Extension,1090.0,2,2,32.0,2
2359,Devasthanagalu,1460.0,3,2,70.0,3
2360,Devasthanagalu,1090.0,2,2,45.0,2
2361,Devasthanagalu,946.0,2,2,45.0,2
2362,Devasthanagalu,1470.0,2,3,60.0,3
2363,Devi Nagar,1100.0,2,1,61.0,2
2364,Devi Nagar,1200.0,2,2,45.0,2
2365,Devi Nagar,2000.0,3,2,105.0,3
2366,Devi Nagar,1410.0,3,3,68.0,3
2367,Dinnur,1700.0,3,1,97.0,3
2368,Dinnur,1100.0,2,2,65.0,2
2369,Divya Unnathi Layout,1611.0,2,2,64.44,3
2370,Divya Unnathi Layout,1610.0,2,2,64.4,3
2371,Divya Unnathi Layout,1339.0,2,1,53.56,2
2372,Doctors Layout,1520.0,2,3,62.0,2
2373,Doctors Layout,1125.0,2,1,44.0,2
2374,Doctors Layout,1000.0,2,2,42.0,2
2375,Doctors Layout,1225.0,2,1,47.0,2
2376,Doctors Layout,1215.0,2,2,46.8,3
2377,Dodda Banaswadi,1120.0,2,3,36.0,2
2378,Dodda Banaswadi,1500.0,3,2,56.0,3
2379,Dodda Banaswadi,1300.0,2,2,60.0,3
2380,Dodda Banaswadi,1650.0,3,2,78.0,3
2381,Dodda Kempaiah Layout,1600.0,3,2,75.0,3
2382,Dodda Kempaiah Layout,1015.0,2,1,45.0,2
2383,Dodda Nekkundi,1260.0,2,2,55.0,2
2384,Dodda Nekkundi,850.0,2,3,28.0,2
2385,Dodda Nekkundi,1390.0,2,2,60.0,2
2386,Dodda Nekkundi,1804.0,3,2,121.0,3
2387,Dodda Nekkundi,1080.0,2,2,50.0,2
2388,Dodda Nekkundi,1999.0,3,2,132.0,3
2389,Dodda Nekkundi,1100.0,2,2,48.0,2
2390,Dodda Nekkundi,1999.0,3,2,135.0,3
2391,Dodda Nekkundi,1100.0,2,1,41.15,2
2392,Dodda Nekkundi,1252.0,2,1,71.0,3
2393,Dodda Nekkundi,1155.0,2,1,46.0,2
2394,Dodda Nekkundi,1128.0,2,2,45.0,2
2395,Dodda Nekkundi,1148.0,2,1,56.0,2
2397,Dodda Nekkundi,1145.0,2,1,46.5,2
2398,Dodda Nekkundi,1829.0,3,2,125.0,3
2399,Dodda Nekkundi,1100.0,2,1,41.16,2
2400,Dodda Nekkundi,1100.0,2,1,46.75,2
2401,Dodda Nekkundi,1315.0,2,2,50.0,2
2402,Dodda Nekkundi,1135.0,2,2,58.0,2
2403,Dodda Nekkundi,1100.0,2,1,41.18,2
2404,Dodda Nekkundi,1370.0,2,2,60.0,2
2405,Dodda Nekkundi,1200.0,2,2,71.0,2
2406,Dodda Nekkundi,1585.0,2,2,79.0,3
2407,Dodda Nekkundi,1005.0,2,2,45.0,2
2408,Dodda Nekkundi,1264.0,2,2,52.0,2
2409,Dodda Nekkundi Extension,1148.0,2,2,60.0,2
2410,Dodda Nekkundi Extension,1188.0,2,3,73.0,2
2411,Dodda Nekkundi Extension,1148.0,2,2,69.0,2
2412,Dodda Nekkundi Extension,1864.0,3,3,115.0,3
2413,Dodda Nekkundi Extension,1458.0,2,2,87.0,3
2414,Doddaballapur,1690.0,3,2,80.0,4
2415,Doddaballapur,4200.0,4,3,325.0,4
2416,Doddaballapur,3876.0,3,1,300.0,3
2417,Doddaballapur,2776.0,4,2,195.0,3
2418,Doddaballapur,2440.0,3,1,142.0,3
2419,Doddaballapur,2400.0,3,0,200.0,4
2420,Doddaballapur,654.0,1,1,49.0,1
2421,Doddaballapur,3206.0,5,2,270.0,4
2422,Doddabanahalli,830.0,2,2,37.0,2
2423,Doddabanahalli,800.0,2,2,30.0,2
2424,Doddabanahalli,1290.0,3,2,45.33,3
2425,Doddabidrakallu,1200.0,3,1,74.0,3
2426,Doddabommasandra,1550.0,2,3,70.0,3
2427,Doddabommasandra,3150.0,5,2,145.0,8
2428,Doddabommasandra,1300.0,2,3,32.0,2
2429,Doddabommasandra,1600.0,2,1,90.0,2
2430,Doddagubbi,1125.0,4,1,70.0,3
2431,Doddagubbi,747.0,1,2,27.0,1
2432,Doddakallasandra,1010.0,2,1,40.39,2
2437,Doddakallasandra,1010.0,2,1,40.39,2
2438,Doddakallasandra,1072.0,2,1,42.87,2
2439,Doddakallasandra,1010.0,2,1,40.4,2
2440,Doddakallasandra,1010.0,2,1,41.0,2
2441,Doddakallasandra,1072.0,2,1,42.87,2
2442,Doddakammanahalli,1550.0,2,1,60.0,3
